"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"10/19/2013","80","PM2.5","Flathead Valley","30-029-0049","AQS","21","30","80"
"10/20/2013","61","PM2.5","Flathead Valley","30-029-0049","AQS","23","22","61"
"10/21/2013","68","PM2.5","Flathead Valley","30-029-0049","AQS","19","30","68"
"10/22/2013","54","PM2.5","Flathead Valley","30-029-0049","AQS","13","30","54"
"10/23/2013","46","PM10","White Fish Dead End","30-029-0009","AQS","13","46","43"
"10/24/2013","55","PM2.5","Flathead Valley","30-029-0049","AQS","11","37","55"
"10/25/2013","60","PM2.5","Flathead Valley","30-029-0049","AQS","10","30","60"
"10/26/2013","66","PM2.5","Flathead Valley","30-029-0049","AQS","17","19","66"
"10/27/2013","36","PM10","Kalispell Flathead Electric","30-029-0047","AQS","24","36","30"
"10/28/2013","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","14","8"
"10/29/2013","56","PM2.5","Flathead Valley","30-029-0049","AQS","24","31","56"
"10/30/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","23","38","59"
"10/31/2013","61","PM2.5","Flathead Valley","30-029-0049","AQS","21","32","61"
"11/01/2013","71","PM2.5","Flathead Valley","30-029-0049","AQS","15","45","71"
"11/02/2013","45","PM2.5","Flathead Valley","30-029-0049","AQS","26","18","45"
"11/03/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","8","15"
"11/04/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS","27","17","33"
"11/05/2013","50","PM2.5","Flathead Valley","30-029-0049","AQS","24","23","50"
"11/06/2013","64","PM2.5","Flathead Valley","30-029-0049","AQS","11","23","64"
"11/07/2013","67","PM2.5","Flathead Valley","30-029-0049","AQS","13","30","67"
"11/08/2013","19","PM2.5","Flathead Valley","30-029-0049","AQS","19","16","19"
"11/09/2013","59","PM2.5","Flathead Valley","30-029-0049","AQS","15","34","59"
"11/10/2013","52","PM2.5","Flathead Valley","30-029-0049","AQS","6","11","52"
"11/11/2013","50","PM2.5","Flathead Valley","30-029-0049","AQS","12","14","50"
"11/12/2013","53","PM2.5","Flathead Valley","30-029-0049","AQS","13","18","53"
"11/13/2013","36","PM2.5","Flathead Valley","30-029-0049","AQS","18","31","36"
"11/14/2013","43","PM10","White Fish Dead End","30-029-0009","AQS","21","43","26"
"11/15/2013","41","PM10","White Fish Dead End","30-029-0009","AQS","28","41","15"
"11/16/2013","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","9","9"
"11/17/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","8","8"
"11/18/2013","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","20","15"
"11/19/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","9","10"
"11/20/2013","24","PM2.5","Flathead Valley","30-029-0049","AQS","22","19","24"
"11/21/2013","41","PM10","White Fish Dead End","30-029-0009","AQS","23","41","40"
"11/22/2013","55","PM10","White Fish Dead End","30-029-0009","AQS","22","55","."
"11/23/2013","44","PM10","White Fish Dead End","30-029-0009","AQS","20","44","."
"11/24/2013","40","PM10","White Fish Dead End","30-029-0009","AQS","18","40","16"
"11/25/2013","55","PM10","White Fish Dead End","30-029-0009","AQS","16","55","."
"11/26/2013","62","PM10","White Fish Dead End","30-029-0009","AQS","13","62","57"
"11/27/2013","56","PM2.5","Flathead Valley","30-029-0049","AQS","15","40","56"
"11/28/2013","55","PM2.5","Flathead Valley","30-029-0049","AQS","13","19","55"
"11/29/2013","36","PM2.5","Flathead Valley","30-029-0049","AQS","11","18","36"
"11/30/2013","70","PM2.5","Flathead Valley","30-029-0049","AQS","9","22","70"
"12/01/2013","25","PM2.5","Flathead Valley","30-029-0049","AQS","16","17","25"
"12/02/2013","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","19","15"
"12/03/2013","20","PM2.5","Flathead Valley","30-029-0049","AQS",".","15","20"
"12/04/2013","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","12","21"
"12/05/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","14","18"
"12/06/2013","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","16","24"
"12/07/2013","48","PM2.5","Flathead Valley","30-029-0049","AQS","31","17","48"
"12/08/2013","61","PM2.5","Flathead Valley","30-029-0049","AQS","24","13","61"
"12/09/2013","24","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","11","24"
"12/10/2013","17","PM10","Flathead Valley","30-029-0049","AQS","17","17","."
"12/11/2013","58","PM2.5","Flathead Valley","30-029-0049","AQS","29","19","58"
"12/12/2013","79","PM2.5","Flathead Valley","30-029-0049","AQS","27","23","79"
"12/13/2013","51","PM2.5","Flathead Valley","30-029-0049","AQS","22","24","51"
"12/14/2013","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","15","19"
"12/15/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","9","27"
"12/16/2013","33","PM2.5","Flathead Valley","30-029-0049","AQS","33","12","33"
"12/17/2013","70","PM2.5","Flathead Valley","30-029-0049","AQS","16","22","70"
"12/18/2013","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","18","27"
"12/19/2013","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","19","23"
"12/20/2013","48","PM2.5","Flathead Valley","30-029-0049","AQS","22","16","48"
"12/21/2013","52","PM2.5","Flathead Valley","30-029-0049","AQS","18","12","52"
"12/22/2013","69","PM2.5","Flathead Valley","30-029-0049","AQS","14","19","69"
"12/23/2013","50","PM2.5","Flathead Valley","30-029-0049","AQS","30","13","50"
"12/24/2013","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","9","10"
"12/25/2013","61","PM2.5","Flathead Valley","30-029-0049","AQS","29","16","61"
"12/26/2013","78","PM2.5","Flathead Valley","30-029-0049","AQS","23","26","78"
"12/27/2013","91","PM2.5","Flathead Valley","30-029-0049","AQS","19","29","91"
"12/28/2013","39","PM2.5","Flathead Valley","30-029-0049","AQS","20","16","39"
"12/29/2013","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","16","27"
"12/30/2013","53","PM2.5","Flathead Valley","30-029-0049","AQS","26","12","53"
"12/31/2013","17","PM2.5","Flathead Valley","30-029-0049","AQS",".","17","17"
