"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"09/29/2010","25","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","22","22","25"
"09/30/2010","41","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","41",".","29"
"10/01/2010","40","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","33",".","40"
"10/02/2010","75","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","25",".","75"
"10/03/2010","55","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","19",".","55"
"10/04/2010","46","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","12",".","46"
"10/05/2010","44","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","23","31","44"
"10/06/2010","47","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","14",".","47"
"10/07/2010","52","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","10",".","52"
"10/08/2010","42","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","25",".","42"
"10/09/2010","37","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","26",".","37"
"10/10/2010","39","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","22",".","39"
"10/11/2010","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","26","13","22"
"10/12/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31",".","26"
"10/13/2010","37","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","37"
"10/14/2010","41","PM2.5","White Fish Dead End","30-029-0009","AQS",".","20",".","41"
"10/15/2010","50","PM2.5","White Fish Dead End","30-029-0009","AQS",".","39",".","50"
"10/16/2010","34","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","34"
"10/17/2010","45","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30","24","45"
"10/18/2010","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","52"
"10/19/2010","53","PM2.5","White Fish Dead End","30-029-0009","AQS",".","36",".","53"
"10/20/2010","51","PM2.5","White Fish Dead End","30-029-0009","AQS",".","26",".","51"
"10/21/2010","53","PM2.5","White Fish Dead End","30-029-0009","AQS",".","25",".","53"
"10/22/2010","59","PM2.5","White Fish Dead End","30-029-0009","AQS",".","17",".","59"
"10/23/2010","81","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","14","34","81"
"10/24/2010","36","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28",".","36"
"10/25/2010","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","27",".","14"
"10/26/2010","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","30",".","25"
"10/27/2010","66","PM2.5","White Fish Dead End","30-029-0009","AQS",".","24",".","66"
"10/28/2010","58","PM2.5","White Fish Dead End","30-029-0009","AQS",".","17",".","58"
"10/29/2010","57","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17","17","57"
"10/30/2010","50","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","16",".","50"
"10/31/2010","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","23",".","48"
"11/01/2010","54","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".",".","54"
"11/02/2010","39","PM2.5","White Fish Dead End","30-029-0009","AQS",".",".",".","39"
"11/03/2010","51","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","51"
"11/04/2010","59","PM2.5","White Fish Dead End","30-029-0009","AQS",".","11","48","59"
"11/05/2010","66","PM2.5","White Fish Dead End","30-029-0009","AQS",".","5",".","66"
"11/06/2010","65","PM2.5","White Fish Dead End","30-029-0009","AQS",".","6",".","65"
"11/07/2010","62","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","24",".","62"
"11/08/2010","46","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","46"
"11/09/2010","67","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","67"
"11/10/2010","61","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","25","30","61"
"11/11/2010","77","PM2.5","White Fish Dead End","30-029-0009","AQS",".","13",".","77"
"11/12/2010","69","PM2.5","White Fish Dead End","30-029-0009","AQS",".","22",".","69"
"11/13/2010","57","PM2.5","White Fish Dead End","30-029-0009","AQS",".","27",".","57"
"11/14/2010","65","PM2.5","White Fish Dead End","30-029-0009","AQS",".","24",".","65"
"11/15/2010","43","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","43"
"11/16/2010","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","29","12","21"
"11/17/2010","70","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","25",".","70"
"11/18/2010","40","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","40"
"11/19/2010","38","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","38"
"11/20/2010","29","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","29",".","29"
"11/21/2010","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","28",".","20"
"11/22/2010","57","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","27","39","57"
"11/23/2010","41","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","30",".","41"
"11/24/2010","59","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","26",".","59"
"11/25/2010","67","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","25",".","67"
"11/26/2010","50","PM2.5","White Fish Dead End","30-029-0009","AQS",".","20",".","50"
"11/27/2010","48","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","13",".","48"
"11/28/2010","62","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","34","19","62"
"11/29/2010","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","31",".","52"
"11/30/2010","54","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28",".","54"
"12/01/2010","95","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","19",".","95"
"12/02/2010","59","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17",".","59"
"12/03/2010","38","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28",".","38"
"12/04/2010","53","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30","12","53"
"12/05/2010","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","31",".","24"
"12/06/2010","44","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","44"
"12/07/2010","62","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","12",".","62"
"12/08/2010","79","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17",".","79"
"12/09/2010","59","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","26",".","59"
"12/10/2010","53","PM2.5","White Fish Dead End","30-029-0009","AQS",".","24","15","53"
"12/11/2010","60","PM2.5","White Fish Dead End","30-029-0009","AQS",".","23",".","60"
"12/12/2010","46","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17",".","46"
"12/13/2010","54","PM2.5","White Fish Dead End","30-029-0009","AQS",".","9",".","54"
"12/14/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","20"
"12/15/2010","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","35",".","29"
"12/16/2010","62","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","24","29","62"
"12/17/2010","57","PM2.5","White Fish Dead End","30-029-0009","AQS",".","27",".","57"
"12/18/2010","40","PM2.5","White Fish Dead End","30-029-0009","AQS",".","29",".","40"
"12/19/2010","44","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","30",".","44"
"12/20/2010","46","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","46"
"12/21/2010","64","PM2.5","White Fish Dead End","30-029-0009","AQS",".","18",".","64"
"12/22/2010","67","PM2.5","White Fish Dead End","30-029-0009","AQS",".","22","20","67"
"12/23/2010","62","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17",".","62"
"12/24/2010","60","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS",".","17",".","60"
"12/25/2010","91","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","13",".","91"
"12/26/2010","70","PM2.5","White Fish Dead End","30-029-0009","AQS",".","37",".","70"
"12/27/2010","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","37",".","31"
"12/28/2010","42","PM2.5","White Fish Dead End","30-029-0009","AQS",".","29","11","42"
"12/29/2010","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","36",".","22"
"12/30/2010","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS",".","34",".","33"
"12/31/2010","60","PM2.5","White Fish Dead End","30-029-0009","AQS",".","29",".","60"
