"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"10/14/2018","46","PM2.5","Flathead Valley","30-029-0049","AQS","24","11","46"
"10/15/2018","52","PM2.5","Flathead Valley","30-029-0049","AQS","27","20","52"
"10/16/2018","51","PM2.5","Flathead Valley","30-029-0049","AQS","26","30","51"
"10/17/2018","55","PM2.5","Flathead Valley","30-029-0049","AQS","23","31","55"
"10/18/2018","61","PM2.5","Flathead Valley","30-029-0049","AQS","23","31","61"
"10/19/2018","66","PM2.5","Flathead Valley","30-029-0049","AQS","28","30","66"
"10/20/2018","68","PM2.5","Flathead Valley","30-029-0049","AQS","26","26","68"
"10/21/2018","59","PM2.5","Flathead Valley","30-029-0049","AQS","29","22","59"
"10/22/2018","57","PM2.5","Flathead Valley","30-029-0049","AQS","27","33","57"
"10/23/2018","62","PM2.5","Flathead Valley","30-029-0049","AQS","25","40","62"
"10/24/2018","65","PM2.5","Flathead Valley","30-029-0049","AQS","33","38","65"
"10/25/2018","47","PM2.5","Flathead Valley","30-029-0049","AQS","34","30","47"
"10/26/2018","26","PM2.5","Flathead Valley","30-029-0049","AQS","23","13","26"
"10/27/2018","30","PM2.5","Flathead Valley","30-029-0049","AQS","25","13","30"
"10/28/2018","31","PM2.5","Flathead Valley","30-029-0049","AQS","19","14","31"
"10/29/2018","26","PM2.5","Flathead Valley","30-029-0049","AQS",".","12","26"
"10/30/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS",".","20","33"
"10/31/2018","40","PM2.5","Flathead Valley","30-029-0049","AQS","24","19","40"
"11/01/2018","56","PM2.5","Flathead Valley","30-029-0049","AQS","17","22","56"
"11/02/2018","23","PM10","Kalispell Flathead Electric","30-029-0047","AQS","23","23","20"
"11/03/2018","36","PM2.5","Flathead Valley","30-029-0049","AQS","25","23","36"
"11/04/2018","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","8","14"
"11/05/2018","23","PM2.5","Flathead Valley","30-029-0049","AQS","22","20","23"
"11/06/2018","35","PM2.5","Flathead Valley","30-029-0049","AQS","20","26","35"
"11/07/2018","44","PM2.5","Flathead Valley","30-029-0049","AQS","21","24","44"
"11/08/2018","67","PM2.5","Flathead Valley","30-029-0049","AQS","18","45","67"
"11/09/2018","84","PM2.5","Flathead Valley","30-029-0049","AQS","24","38","84"
"11/10/2018","71","PM2.5","Flathead Valley","30-029-0049","AQS","24","22","71"
"11/11/2018","63","PM2.5","Flathead Valley","30-029-0049","AQS","22","19","63"
"11/12/2018","64","PM2.5","Flathead Valley","30-029-0049","AQS","18","31","64"
"11/13/2018","67","PM2.5","Flathead Valley","30-029-0049","AQS","18","41","67"
"11/14/2018","87","PM2.5","Flathead Valley","30-029-0049","AQS","19","38","87"
"11/15/2018","88","PM2.5","Flathead Valley","30-029-0049","AQS","19","59","88"
"11/16/2018","26","PM2.5","Flathead Valley","30-029-0049","AQS","22","16","26"
"11/17/2018","51","PM2.5","Flathead Valley","30-029-0049","AQS","16","32","51"
"11/18/2018","72","PM2.5","Flathead Valley","30-029-0049","AQS","14","29","72"
"11/19/2018","58","PM2.5","Flathead Valley","30-029-0049","AQS","15","45","58"
"11/20/2018","57","PM2.5","Flathead Valley","30-029-0049","AQS","13","45","57"
"11/21/2018","49","PM2.5","Flathead Valley","30-029-0049","AQS","14","20","49"
"11/22/2018","62","PM2.5","Flathead Valley","30-029-0049","AQS","10","21","62"
"11/23/2018","32","PM2.5","Flathead Valley","30-029-0049","AQS","21","13","32"
"11/24/2018","23","PM2.5","Flathead Valley","30-029-0049","AQS","22","13","23"
"11/25/2018","42","PM2.5","Flathead Valley","30-029-0049","AQS","24","23","42"
"11/26/2018","61","PM2.5","Flathead Valley","30-029-0049","AQS","24","27","61"
"11/27/2018","61","PM2.5","Flathead Valley","30-029-0049","AQS","22","28","61"
"11/28/2018","43","PM2.5","Flathead Valley","30-029-0049","AQS","11","25","43"
"11/29/2018","62","PM2.5","Flathead Valley","30-029-0049","AQS","8","28","62"
"11/30/2018","56","PM2.5","Flathead Valley","30-029-0049","AQS","16","32","56"
"12/01/2018","41","PM2.5","Flathead Valley","30-029-0049","AQS","16","16","41"
"12/02/2018","46","PM2.5","Flathead Valley","30-029-0049","AQS","20","14","46"
"12/03/2018","30","PM2.5","Flathead Valley","30-029-0049","AQS","20","15","30"
"12/04/2018","49","PM2.5","Flathead Valley","30-029-0049","AQS","21","28","49"
"12/05/2018","49","PM2.5","Flathead Valley","30-029-0049","AQS","33","20","49"
"12/06/2018","51","PM10","White Fish Dead End","30-029-0009","AQS","23","51","34"
"12/07/2018","46","PM2.5","Flathead Valley","30-029-0049","AQS","22","33","46"
"12/08/2018","42","PM2.5","Flathead Valley","30-029-0049","AQS","19","16","42"
"12/09/2018","64","PM2.5","Flathead Valley","30-029-0049","AQS","14","22","64"
"12/10/2018","73","PM2.5","Flathead Valley","30-029-0049","AQS","14","24","73"
"12/11/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS","32","13","33"
"12/12/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","14","0"
"12/13/2018","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","29","12"
"12/14/2018","53","PM2.5","Flathead Valley","30-029-0049","AQS","31","41","53"
"12/15/2018","35","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","35","19","33"
"12/16/2018","41","PM2.5","Flathead Valley","30-029-0049","AQS","21","30","41"
"12/17/2018","55","PM2.5","Flathead Valley","30-029-0049","AQS","18","31","55"
"12/18/2018","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","7","5"
"12/19/2018","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","19","9"
"12/20/2018","40","PM2.5","Flathead Valley","30-029-0049","AQS","33","32","40"
"12/21/2018","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","13","0"
"12/22/2018","32","PM2.5","Flathead Valley","30-029-0049","AQS","31","31","32"
"12/23/2018","28","PM2.5","Flathead Valley","30-029-0049","AQS","26","11","28"
"12/24/2018","40","PM2.5","Flathead Valley","30-029-0049","AQS","25","9","40"
"12/25/2018","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","9","17"
"12/26/2018","39","PM2.5","Flathead Valley","30-029-0049","AQS","29","14","39"
"12/27/2018","24","PM2.5","Flathead Valley","30-029-0049","AQS","23","9","24"
"12/28/2018","33","PM2.5","Flathead Valley","30-029-0049","AQS","28","11","33"
"12/29/2018","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","6","5"
"12/30/2018","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","7","0"
"12/31/2018","27","PM10","Kalispell Flathead Electric","30-029-0047","AQS","27","27","20"
