"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"10/11/2012","30","PM2.5","Flathead Valley","30-029-0049","AQS","25","17","30"
"10/12/2012","56","PM2.5","Flathead Valley","30-029-0049","AQS","31","31","56"
"10/13/2012","28","PM2.5","Flathead Valley","30-029-0049","AQS","28","17","28"
"10/14/2012","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","10","12"
"10/15/2012","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","9","10"
"10/16/2012","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","10","17"
"10/17/2012","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","12","17"
"10/18/2012","51","PM2.5","Flathead Valley","30-029-0049","AQS","34","19","51"
"10/19/2012","52","PM2.5","Flathead Valley","30-029-0049","AQS","25","18","52"
"10/20/2012","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","6","9"
"10/21/2012","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","9","25"
"10/22/2012","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","10","13"
"10/23/2012","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","18","17"
"10/24/2012","54","PM2.5","Flathead Valley","30-029-0049","AQS","24","23","54"
"10/25/2012","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","17","23"
"10/26/2012","57","PM2.5","Flathead Valley","30-029-0049","AQS","20","26","57"
"10/27/2012","53","PM2.5","Flathead Valley","30-029-0049","AQS","12","14","53"
"10/28/2012","45","PM2.5","Flathead Valley","30-029-0049","AQS","12","10","45"
"10/29/2012","14","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","14","7","."
"10/30/2012","17","PM10","Kalispell Flathead Electric","30-029-0047","AQS","14","17","9"
"10/31/2012","20","PM10","Kalispell Flathead Electric","30-029-0047","AQS","10","20","."
"11/01/2012","21","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","21","15","."
"11/02/2012","22","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","13","19","22"
"11/03/2012","51","PM2.5","Flathead Valley","30-029-0049","AQS","13","20","51"
"11/04/2012","23","PM2.5","Flathead Valley","30-029-0049","AQS","18","16","23"
"11/05/2012","28","PM2.5","Flathead Valley","30-029-0049","AQS",".","19","28"
"11/06/2012","65","PM2.5","Flathead Valley","30-029-0049","AQS","9","34","65"
"11/07/2012","44","PM2.5","Flathead Valley","30-029-0049","AQS","32","18","44"
"11/08/2012","27","PM2.5","Flathead Valley","30-029-0049","AQS","26","20","27"
"11/09/2012","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","14","10"
"11/10/2012","20","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","20","8","16"
"11/11/2012","37","PM2.5","Flathead Valley","30-029-0049","AQS","22","21","37"
"11/12/2012","47","PM2.5","Flathead Valley","30-029-0049","AQS","22","20","47"
"11/13/2012","59","PM2.5","Flathead Valley","30-029-0049","AQS","15","16","59"
"11/14/2012","30","PM2.5","Flathead Valley","30-029-0049","AQS","19","21","30"
"11/15/2012","65","PM2.5","Flathead Valley","30-029-0049","AQS","25","42","65"
"11/16/2012","87","PM2.5","Flathead Valley","30-029-0049","AQS","15","48","87"
"11/17/2012","74","PM2.5","Flathead Valley","30-029-0049","AQS","9","33","74"
"11/18/2012","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","19","33"
"11/19/2012","42","PM2.5","Flathead Valley","30-029-0049","AQS","31","22","42"
"11/20/2012","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","11","22"
"11/21/2012","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","9","15"
"11/22/2012","29","PM2.5","Flathead Valley","30-029-0049","AQS","24","13","29"
"11/23/2012","43","PM2.5","Flathead Valley","30-029-0049","AQS","24","27","43"
"11/24/2012","36","PM2.5","Flathead Valley","30-029-0049","AQS","23","10","36"
"11/25/2012","44","PM2.5","Flathead Valley","30-029-0049","AQS","22","19","44"
"11/26/2012","65","PM2.5","Flathead Valley","30-029-0049","AQS","20","48","65"
"11/27/2012","52","PM2.5","Flathead Valley","30-029-0049","AQS","13","43","52"
"11/28/2012","92","PM2.5","Flathead Valley","30-029-0049","AQS","12","54","92"
"11/29/2012","89","PM2.5","Flathead Valley","30-029-0049","AQS","10","40","89"
"11/30/2012","52","PM2.5","Flathead Valley","30-029-0049","AQS","10","18","52"
"12/01/2012","37","PM2.5","Flathead Valley","30-029-0049","AQS","28","15","37"
"12/02/2012","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","7","18"
"12/03/2012","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","9","10"
"12/04/2012","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","13","14"
"12/05/2012","40","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","40","17","10"
"12/06/2012","37","PM10","White Fish Dead End","30-029-0009","AQS","31","37","14"
"12/07/2012","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","7","13"
"12/08/2012","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","8","20"
"12/09/2012","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","9","28"
"12/10/2012","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","16","26"
"12/11/2012","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","14","11"
"12/12/2012","40","PM2.5","Flathead Valley","30-029-0049","AQS","26","15","40"
"12/13/2012","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","13","23"
"12/14/2012","54","PM2.5","Flathead Valley","30-029-0049","AQS","24","19","54"
"12/15/2012","61","PM2.5","Flathead Valley","30-029-0049","AQS","19","17","61"
"12/16/2012","33","PM2.5","Flathead Valley","30-029-0049","AQS","31","15","33"
"12/17/2012","37","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","37","8","9"
"12/18/2012","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","27","18"
"12/19/2012","35","PM10","Kalispell Flathead Electric","30-029-0047","AQS","33","35","23"
"12/20/2012","34","PM10","Kalispell Flathead Electric","30-029-0047","AQS","22","34","17"
"12/21/2012","48","PM2.5","Flathead Valley","30-029-0049","AQS","18","13","48"
"12/22/2012","29","PM2.5","Flathead Valley","30-029-0049","AQS","19","12","29"
"12/23/2012","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","8","14"
"12/24/2012","23","PM2.5","Flathead Valley","30-029-0049","AQS","20","12","23"
"12/25/2012","22","PM2.5","Flathead Valley","30-029-0049","AQS","17","20","22"
"12/26/2012","25","PM2.5","Flathead Valley","30-029-0049","AQS","13","14","25"
"12/27/2012","50","PM2.5","Flathead Valley","30-029-0049","AQS","17","14","50"
"12/28/2012","62","PM2.5","Flathead Valley","30-029-0049","AQS","20","15","62"
"12/29/2012","65","PM2.5","Flathead Valley","30-029-0049","AQS","23","17","65"
"12/30/2012","42","PM2.5","Flathead Valley","30-029-0049","AQS","23","7","42"
"12/31/2012","62","PM2.5","Flathead Valley","30-029-0049","AQS","24","16","62"
