"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"10/10/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","10","12"
"10/11/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","15","15"
"10/12/2016","40","PM2.5","Flathead Valley","30-029-0049","AQS","19","19","40"
"10/13/2016","56","PM2.5","Flathead Valley","30-029-0049","AQS","7","26","56"
"10/14/2016","38","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","38","18","35"
"10/15/2016","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","18","14"
"10/16/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","12","10"
"10/17/2016","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","14","10"
"10/18/2016","23","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","23","15","22"
"10/19/2016","40","PM2.5","Flathead Valley","30-029-0049","AQS","24","18","40"
"10/20/2016","46","PM2.5","Flathead Valley","30-029-0049","AQS","20","20","46"
"10/21/2016","50","PM2.5","Flathead Valley","30-029-0049","AQS","19","22","50"
"10/22/2016","29","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","29","14","10"
"10/23/2016","18","PM10","White Fish Dead End","30-029-0009","AQS","18","18","14"
"10/24/2016","35","PM2.5","Flathead Valley","30-029-0049","AQS","7","30","35"
"10/25/2016","51","PM2.5","Flathead Valley","30-029-0049","AQS","10","26","51"
"10/26/2016","30","PM2.5","Flathead Valley","30-029-0049","AQS","6","22","30"
"10/27/2016","52","PM2.5","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","7","19","52"
"10/28/2016","24","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","24","21","19"
"10/29/2016","38","PM2.5","Flathead Valley","30-029-0049","AQS","16","21","38"
"10/30/2016","56","PM2.5","Flathead Valley","30-029-0049","AQS","11","19","56"
"10/31/2016","30","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","30","12","8"
"11/01/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","21","14"
"11/02/2016","28","PM10","White Fish Dead End","30-029-0009","AQS","25","28","10"
"11/03/2016","39","PM2.5","Flathead Valley","30-029-0049","AQS","23","34","39"
"11/04/2016","40","PM2.5","Flathead Valley","30-029-0049","AQS","12","35","40"
"11/05/2016","67","PM2.5","Flathead Valley","30-029-0049","AQS","11","34","67"
"11/06/2016","51","PM2.5","Flathead Valley","30-029-0049","AQS","28","19","51"
"11/07/2016","54","PM2.5","Flathead Valley","30-029-0049","AQS","16","32","54"
"11/08/2016","52","PM2.5","Flathead Valley","30-029-0049","AQS","10","41","52"
"11/09/2016","69","PM2.5","Flathead Valley","30-029-0049","AQS","6","49","69"
"11/10/2016","56","PM2.5","Flathead Valley","30-029-0049","AQS","10","44","56"
"11/11/2016","40","PM2.5","Flathead Valley","30-029-0049","AQS","8","18","40"
"11/12/2016","35","PM2.5","Flathead Valley","30-029-0049","AQS","28","17","35"
"11/13/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","14","8"
"11/14/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","15","13"
"11/15/2016","44","PM2.5","Flathead Valley","30-029-0049","AQS","26","20","44"
"11/16/2016","29","PM2.5","Flathead Valley","30-029-0049","AQS","29","15","29"
"11/17/2016","53","PM2.5","Flathead Valley","30-029-0049","AQS",".","29","53"
"11/18/2016","35","PM2.5","Flathead Valley","30-029-0049","AQS","20","32","35"
"11/19/2016","32","PM2.5","Flathead Valley","30-029-0049","AQS","9","22","32"
"11/20/2016","48","PM2.5","Flathead Valley","30-029-0049","AQS","7","24","48"
"11/21/2016","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","22","20","19"
"11/22/2016","36","PM10","White Fish Dead End","30-029-0009","AQS","15","36","31"
"11/23/2016","18","PM10","White Fish Dead End","30-029-0009","AQS","18","18","15"
"11/24/2016","23","PM10","White Fish Dead End","30-029-0009","AQS","20","23","6"
"11/25/2016","27","PM10","White Fish Dead End","30-029-0009","AQS","24","27","24"
"11/26/2016","33","PM2.5","Flathead Valley","30-029-0049","AQS","15","29","33"
"11/27/2016","22","PM2.5","Flathead Valley","30-029-0049","AQS","20","22","22"
"11/28/2016","45","PM2.5","Flathead Valley","30-029-0049","AQS","26","32","45"
"11/29/2016","46","PM2.5","Flathead Valley","30-029-0049","AQS","21","32","46"
"11/30/2016","54","PM2.5","Flathead Valley","30-029-0049","AQS","20","20","54"
"12/01/2016","29","PM2.5","Flathead Valley","30-029-0049","AQS","14","19","29"
"12/02/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","15","13"
"12/03/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","8","8"
"12/04/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","9","11"
"12/05/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","12","20"
"12/06/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","10","11"
"12/07/2016","26","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","26","18","18"
"12/08/2016","28","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","28","13","18"
"12/09/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","15","15"
"12/10/2016","19","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","19","13","17"
"12/11/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","18","22"
"12/12/2016","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","33","12","17"
"12/13/2016","57","PM2.5","Flathead Valley","30-029-0049","AQS","23","17","57"
"12/14/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","10","24"
"12/15/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","15","13"
"12/16/2016","34","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","34","20","30"
"12/17/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","18","24"
"12/18/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","17","26"
"12/19/2016","39","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","39","13","12"
"12/20/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","11","14"
"12/21/2016","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","31","13","20"
"12/22/2016","75","PM2.5","Flathead Valley","30-029-0049","AQS","24","26","75"
"12/23/2016","54","PM2.5","Flathead Valley","30-029-0049","AQS","25","16","54"
"12/24/2016","27","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","27","14","18"
"12/25/2016","25","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","25","14","23"
"12/26/2016","34","PM2.5","Flathead Valley","30-029-0049","AQS","33","16","34"
"12/27/2016","32","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","32","8","0"
"12/28/2016","36","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","36","9","2"
"12/29/2016","43","PM2.5","Flathead Valley","30-029-0049","AQS","29","14","43"
"12/30/2016","34","PM2.5","Flathead Valley","30-029-0049","AQS","28","13","34"
"12/31/2016","48","PM2.5","Flathead Valley","30-029-0049","AQS","30","16","48"
