"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25"
"10/04/2008","41","PM2.5","White Fish Dead End","30-029-0009","AQS","9","15",".","41"
"10/05/2008","24","PM2.5","White Fish Dead End","30-029-0009","AQS","5",".",".","24"
"10/06/2008","34","PM2.5","Kalispell Flathead Electric","30-029-0047","AQS","9","25",".","34"
"10/07/2008","33","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","8","33",".","25"
"10/08/2008","33","PM2.5","White Fish Dead End","30-029-0009","AQS","6","31",".","33"
"10/09/2008","32","PM2.5","White Fish Dead End","30-029-0009","AQS","8","28","16","32"
"10/10/2008","35","PM2.5","White Fish Dead End","30-029-0009","AQS","8","29",".","35"
"10/11/2008","30","PM2.5","White Fish Dead End","30-029-0009","AQS","7","28",".","30"
"10/12/2008","39","PM2.5","White Fish Dead End","30-029-0009","AQS","7","28",".","39"
"10/13/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS","8","27",".","53"
"10/14/2008","37","PM2.5","White Fish Dead End","30-029-0009","AQS","7","31",".","37"
"10/15/2008","52","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","8","30","24","52"
"10/16/2008","63","PM2.5","White Fish Dead End","30-029-0009","AQS","8","30",".","63"
"10/17/2008","38","PM2.5","White Fish Dead End","30-029-0009","AQS","15","24",".","38"
"10/18/2008","44","PM2.5","White Fish Dead End","30-029-0009","AQS","13","24",".","44"
"10/19/2008","31","PM2.5","White Fish Dead End","30-029-0009","AQS","8","24",".","31"
"10/20/2008","51","PM2.5","White Fish Dead End","30-029-0009","AQS","9","24",".","51"
"10/21/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","6","30","20","45"
"10/22/2008","59","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28",".","59"
"10/23/2008","58","PM2.5","White Fish Dead End","30-029-0009","AQS",".","21",".","58"
"10/24/2008","66","PM2.5","White Fish Dead End","30-029-0009","AQS",".","35",".","66"
"10/25/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS",".","38",".","53"
"10/26/2008","44","PM2.5","White Fish Dead End","30-029-0009","AQS",".","30",".","44"
"10/27/2008","58","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","22","37","58"
"10/28/2008","64","PM2.5","White Fish Dead End","30-029-0009","AQS",".","20",".","64"
"10/29/2008","68","PM2.5","White Fish Dead End","30-029-0009","AQS",".","21",".","68"
"10/30/2008","80","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","18",".","80"
"10/31/2008","67","PM2.5","White Fish Dead End","30-029-0009","AQS",".","15",".","67"
"11/01/2008","48","PM2.5","White Fish Dead End","30-029-0009","AQS",".","17",".","48"
"11/02/2008","56","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19","17","56"
"11/03/2008","42","PM2.5","White Fish Dead End","30-029-0009","AQS",".","26",".","42"
"11/04/2008","60","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","60"
"11/05/2008","80","PM2.5","White Fish Dead End","30-029-0009","AQS",".","19",".","80"
"11/06/2008","77","PM2.5","White Fish Dead End","30-029-0009","AQS",".","23",".","77"
"11/07/2008","50","PM2.5","White Fish Dead End","30-029-0009","AQS",".","12",".","50"
"11/08/2008","56","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","2","14","56"
"11/09/2008","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","10",".","52"
"11/10/2008","37","PM2.5","White Fish Dead End","30-029-0009","AQS",".","17",".","37"
"11/11/2008","58","PM2.5","White Fish Dead End","30-029-0009","AQS",".","23",".","58"
"11/12/2008","52","PM2.5","White Fish Dead End","30-029-0009","AQS",".","24",".","52"
"11/13/2008","35","PM2.5","White Fish Dead End","30-029-0009","AQS",".","29",".","35"
"11/14/2008","67","PM2.5","White Fish Dead End","30-029-0009","AQS",".","28","50","67"
"11/15/2008","57","PM2.5","White Fish Dead End","30-029-0009","AQS",".","12",".","57"
"11/16/2008","56","PM2.5","White Fish Dead End","30-029-0009","AQS",".","7",".","56"
"11/17/2008","68","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS",".","5",".","68"
"11/18/2008","64","PM2.5","White Fish Dead End","30-029-0009","AQS","16",".",".","64"
"11/19/2008","41","PM2.5","White Fish Dead End","30-029-0009","AQS","10","31",".","41"
"11/20/2008","56","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","14","23","29","56"
"11/21/2008","73","PM2.5","White Fish Dead End","30-029-0009","AQS","14","19",".","73"
"11/22/2008","74","PM2.5","White Fish Dead End","30-029-0009","AQS","13","23",".","74"
"11/23/2008","67","PM2.5","White Fish Dead End","30-029-0009","AQS","9","27",".","67"
"11/24/2008","64","PM2.5","White Fish Dead End","30-029-0009","AQS","15","19",".","64"
"11/25/2008","76","PM2.5","White Fish Dead End","30-029-0009","AQS","16","11",".","76"
"11/26/2008","81","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","16","19","38","81"
"11/27/2008","62","PM2.5","White Fish Dead End","30-029-0009","AQS","11","15",".","62"
"11/28/2008","63","PM2.5","White Fish Dead End","30-029-0009","AQS","10","20",".","63"
"11/29/2008","62","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","15","18",".","62"
"11/30/2008","48","PM2.5","White Fish Dead End","30-029-0009","AQS","14","8",".","48"
"12/01/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS","14","20",".","53"
"12/02/2008","31","PM2.5","White Fish Dead End","30-029-0009","AQS","13","30","15","31"
"12/03/2008","32","PM2.5","White Fish Dead End","30-029-0009","AQS","11","31",".","32"
"12/04/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","9","25",".","45"
"12/05/2008","70","PM2.5","White Fish Dead End","30-029-0009","AQS","15","14",".","70"
"12/06/2008","59","PM2.5","White Fish Dead End","30-029-0009","AQS","15","19",".","59"
"12/07/2008","22","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","11","22",".","16"
"12/08/2008","52","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","11","20","13","52"
"12/09/2008","60","PM2.5","White Fish Dead End","30-029-0009","AQS","15",".",".","60"
"12/10/2008","51","PM2.5","White Fish Dead End","30-029-0009","AQS","13","25",".","51"
"12/11/2008","62","PM2.5","White Fish Dead End","30-029-0009","AQS","15","19",".","62"
"12/12/2008","59","PM2.5","White Fish Dead End","30-029-0009","AQS","15","27",".","59"
"12/13/2008","32","PM2.5","White Fish Dead End","30-029-0009","AQS","9","30",".","32"
"12/14/2008","31","PM2.5","Columbia Falls Ball Park","30-029-0007","AQS","5","31","16","31"
"12/15/2008","31","Ozone","Glacier NP - West Glacier Horse Stables","30-029-8001","AQS","10","31",".","28"
"12/16/2008","68","PM2.5","White Fish Dead End","30-029-0009","AQS","11","24",".","68"
"12/17/2008","63","PM2.5","White Fish Dead End","30-029-0009","AQS","11","30",".","63"
"12/18/2008","40","PM2.5","White Fish Dead End","30-029-0009","AQS","8","25",".","40"
"12/19/2008","45","PM2.5","White Fish Dead End","30-029-0009","AQS","8","25",".","45"
"12/20/2008","56","PM2.5","White Fish Dead End","30-029-0009","AQS","13","24","19","56"
"12/21/2008","46","PM2.5","White Fish Dead End","30-029-0009","AQS","10","25",".","46"
"12/22/2008","40","PM2.5","White Fish Dead End","30-029-0009","AQS","13","32",".","40"
"12/23/2008","63","PM2.5","White Fish Dead End","30-029-0009","AQS","15","30",".","63"
"12/24/2008","56","PM2.5","White Fish Dead End","30-029-0009","AQS","16","27",".","56"
"12/25/2008","36","PM2.5","White Fish Dead End","30-029-0009","AQS","10","31",".","36"
"12/26/2008","47","PM2.5","White Fish Dead End","30-029-0009","AQS","9","29","10","47"
"12/27/2008","50","PM2.5","White Fish Dead End","30-029-0009","AQS","13","28",".","50"
"12/28/2008","43","PM2.5","White Fish Dead End","30-029-0009","AQS","13","30",".","43"
"12/29/2008","41","PM2.5","White Fish Dead End","30-029-0009","AQS","14","34",".","41"
"12/30/2008","72","PM2.5","White Fish Dead End","30-029-0009","AQS","14","31",".","72"
"12/31/2008","53","PM2.5","White Fish Dead End","30-029-0009","AQS","11","33",".","53"
